offer_id,application_id,offered_at,base_salary,accepted,accepted_at
184,2854,2025-11-10 13:37:04,142586,True,2025-11-15 13:37:04
185,2885,2026-01-22 20:37:40,129205,True,2026-02-11 20:37:40
186,2910,2025-07-14 02:05:47,98772,True,2025-07-25 02:05:47
187,2950,2024-05-29 11:40:54,98273,True,2024-06-12 11:40:54
188,2991,2024-03-18 13:19:31,96341,True,2024-04-04 13:19:31
189,2996,2025-11-12 19:04:33,139876,False,
190,3031,2025-04-15 21:54:42,106525,True,2025-05-07 21:54:42
191,3057,2024-08-17 08:15:16,189955,False,
192,3069,2025-11-15 18:19:22,69872,True,2025-11-17 18:19:22
193,3096,2025-11-09 10:17:53,129286,True,2025-11-29 10:17:53
194,3100,2024-06-22 12:51:28,138870,True,2024-07-26 12:51:28
195,3105,2024-05-17 19:57:56,111017,False,
196,3146,2024-07-20 14:33:56,110186,True,2024-07-30 14:33:56
197,3154,2025-05-29 14:04:04,119564,True,2025-06-09 14:04:04
198,3161,2024-10-17 04:31:27,178063,True,2024-10-28 04:31:27
199,3171,2024-07-22 08:10:45,106002,True,2024-07-10 08:10:45
200,3200,2025-06-01 07:42:57,146968,True,2025-06-10 07:42:57
201,3207,2024-12-27 15:02:50,106279,True,2025-01-15 15:02:50
202,3209,2024-06-26 09:16:08,168756,True,2024-07-19 09:16:08
203,3226,2026-02-23 07:09:32,107156,True,2026-03-01 07:09:32
204,3227,2025-07-02 13:08:05,216108,False,
205,3230,2025-01-06 13:50:05,123537,True,2025-01-13 13:50:05
206,3249,2024-10-10 23:35:11,102779,True,2024-10-28 23:35:11
207,3254,2024-04-12 06:27:57,133215,True,2024-05-08 06:27:57
208,3267,2025-09-13 18:49:34,112968,False,
209,3272,2024-12-19 05:04:37,103223,False,
210,3288,2024-06-13 08:29:52,100333,False,
211,3302,2024-05-27 06:51:45,199851,True,2024-06-14 06:51:45
212,3320,2025-08-10 01:30:15,97301,False,
213,3361,2025-10-20 08:41:06,131646,False,
214,3409,2024-10-12 03:43:41,155198,False,
215,3414,2025-12-02 14:02:47,108446,True,2025-11-18 14:02:47
216,3416,2024-08-14 12:16:16,136941,True,2024-08-19 12:16:16
217,3452,2024-10-12 08:38:47,188988,False,
218,3468,2024-04-17 12:52:28,183482,True,2024-04-24 12:52:28
219,3487,2025-09-24 09:46:49,173771,True,2025-10-07 09:46:49
220,3522,2024-06-01 22:43:46,127942,True,2024-06-10 22:43:46
221,3539,2025-09-20 01:45:45,163977,True,2025-09-24 01:45:45
222,3548,2024-04-14 07:00:38,144713,True,2024-04-15 07:00:38
223,3558,2024-08-21 07:50:00,124713,True,2024-07-29 07:50:00
224,3559,2025-08-27 05:25:53,156539,True,2025-08-20 05:25:53
225,3584,2024-01-30 06:44:33,223512,True,2024-02-06 06:44:33
226,3591,2025-02-05 16:16:50,181272,True,2025-03-07 16:16:50
227,3621,2024-10-08 17:30:58,108788,False,
228,3653,2025-04-16 01:58:48,189503,True,2025-04-26 01:58:48
229,3667,2024-08-28 22:31:48,101329,True,2024-08-19 22:31:48
230,3681,2024-09-27 17:02:45,131817,True,2024-09-15 17:02:45
231,3697,2025-10-24 05:46:24,205075,True,2025-10-22 05:46:24
232,3718,2025-10-06 07:41:18,186258,True,2025-11-01 07:41:18
233,3727,2025-05-04 15:22:38,123341,True,2025-05-12 15:22:38
234,3752,2024-10-30 15:59:20,127329,True,2024-11-06 15:59:20
235,3754,2025-01-12 21:21:21,111079,True,2024-12-29 21:21:21
236,3762,2024-04-25 15:07:35,98712,True,2024-04-30 15:07:35
237,3770,2025-03-22 13:25:00,92180,False,
238,3791,2025-12-06 04:21:38,137438,False,
239,3830,2025-06-11 09:14:20,154488,True,2025-07-01 09:14:20
240,3840,2025-09-21 11:11:32,136367,True,2025-09-29 11:11:32
241,3847,2025-12-17 08:52:30,140954,False,
242,3864,2025-04-06 07:08:44,240017,True,2025-04-10 07:08:44
243,3867,2025-05-24 15:20:45,142861,True,2025-06-04 15:20:45
244,3937,2024-05-12 01:43:51,92354,True,2024-05-09 01:43:51
245,3960,2025-11-22 16:32:51,118881,True,2025-11-29 16:32:51
246,3968,2025-08-04 10:43:05,91792,True,2025-08-25 10:43:05
247,3989,2024-09-03 05:52:53,136028,True,2024-09-03 05:52:53
248,3991,2024-11-16 19:52:09,152793,False,
249,3999,2025-10-02 21:39:56,110940,True,2025-10-20 21:39:56
250,4000,2024-07-21 00:53:54,136083,True,2024-08-03 00:53:54
251,4007,2024-03-26 18:22:29,97598,False,
252,4009,2025-10-25 03:17:23,104210,True,2025-11-08 03:17:23
253,4010,2024-03-14 10:28:41,96957,True,2024-03-17 10:28:41
254,4038,2025-12-26 20:37:40,126354,True,2025-12-20 20:37:40
255,4039,2025-02-19 19:50:25,109463,False,
256,4040,2025-04-05 21:05:33,141625,True,2025-04-01 21:05:33
257,4075,2025-04-09 15:10:05,100637,True,2025-04-28 15:10:05
258,4100,2024-05-22 05:57:28,177484,True,2024-06-18 05:57:28
259,4102,2025-10-17 05:50:45,95285,True,2025-10-15 05:50:45
260,4115,2025-12-23 20:37:40,125810,True,2026-01-09 20:37:40
261,4137,2025-11-12 06:41:04,130876,False,
262,4161,2024-03-19 16:34:42,91545,True,2024-03-18 16:34:42
263,4194,2024-12-16 21:21:21,100603,False,
264,4221,2025-09-18 07:05:09,113571,False,
265,4232,2024-06-02 19:21:07,143154,True,2024-05-13 19:21:07
266,4292,2025-01-12 16:05:42,101255,False,
267,4307,2025-03-10 18:52:30,206469,True,2025-03-10 18:52:30
268,4353,2024-05-09 15:13:58,135653,True,2024-06-12 15:13:58
269,4373,2025-02-28 23:55:16,224046,True,2025-04-06 23:55:16
270,4417,2025-09-24 14:39:03,103887,False,
271,4419,2025-04-27 06:41:58,100925,False,
272,4432,2025-01-09 11:09:19,120861,True,2025-01-03 11:09:19
273,4443,2025-09-20 17:16:31,132535,True,2025-10-09 17:16:31
274,4464,2024-07-12 12:38:24,107768,True,2024-06-21 12:38:24
275,4470,2024-12-28 23:27:31,116418,False,
276,4475,2024-10-01 14:23:44,184902,False,
277,4490,2024-03-26 01:02:33,190677,False,
278,4515,2024-10-11 23:57:38,121150,True,2024-10-17 23:57:38
279,4521,2024-04-28 17:48:29,123112,False,
280,4523,2025-10-18 19:54:47,124959,True,2025-11-07 19:54:47
281,4536,2024-02-07 23:54:28,140965,False,
282,4549,2024-10-09 11:50:42,100107,True,2024-09-26 11:50:42
283,4561,2024-08-10 16:23:40,110226,True,2024-08-18 16:23:40
284,4576,2024-05-12 00:56:02,170093,True,2024-05-03 00:56:02
285,4608,2024-05-04 06:01:49,152073,True,2024-04-24 06:01:49
286,4614,2026-02-05 15:16:18,78259,True,2026-01-26 15:16:18
287,4631,2024-12-22 12:07:21,114222,True,2024-12-27 12:07:21
288,4654,2026-01-13 04:22:56,114708,False,
289,4685,2025-07-28 01:30:15,106013,True,2025-07-28 01:30:15
290,4713,2024-03-12 14:40:03,114585,True,2024-03-17 14:40:03
291,4721,2024-11-25 10:10:02,206507,True,2024-11-11 10:10:02
292,4730,2025-11-13 03:42:31,148832,True,2025-11-13 03:42:31
293,4775,2025-09-28 03:17:23,107537,False,
294,4785,2025-05-04 15:04:07,151730,True,2025-04-29 15:04:07
295,4787,2024-12-24 05:14:06,61321,False,
296,4821,2025-03-17 21:57:12,185966,True,2025-03-21 21:57:12
297,4829,2025-09-26 19:51:05,137344,True,2025-10-26 19:51:05
298,4847,2024-12-06 13:05:08,130384,True,2024-11-30 13:05:08
299,4852,2024-04-28 17:48:29,133386,True,2024-05-23 17:48:29
300,4853,2024-09-10 02:37:51,67086,False,
301,4880,2024-04-27 20:04:22,135226,False,
302,4882,2025-10-19 18:06:23,220097,False,
303,4908,2025-02-25 05:13:27,184157,True,2025-03-30 05:13:27
304,4958,2025-10-14 12:41:05,130787,True,2025-10-02 12:41:05
305,4961,2025-09-30 11:13:16,95335,True,2025-10-02 11:13:16
306,4964,2025-02-22 13:42:28,129241,False,
307,4989,2024-04-19 10:53:33,223555,False,
308,4995,2026-01-04 16:38:19,67932,False,
309,5003,2025-03-23 07:30:20,149807,False,
310,5026,2024-12-07 01:00:54,126002,False,
311,5033,2025-06-02 04:35:54,101556,False,
312,5035,2024-07-29 02:52:40,133123,False,
313,5043,2025-12-15 23:33:21,132673,False,
314,5051,2025-04-08 20:22:26,156102,True,2025-04-30 20:22:26
315,5075,2024-06-06 14:44:11,191541,True,2024-06-13 14:44:11
316,5085,2024-08-03 22:24:22,69093,True,2024-07-28 22:24:22
317,5087,2024-05-24 20:04:22,151548,True,2024-05-02 20:04:22
318,5089,2024-07-12 14:44:11,183683,True,2024-07-17 14:44:11
319,5144,2025-06-27 14:11:08,92951,True,2025-07-23 14:11:08
320,5159,2025-04-29 05:55:46,140168,True,2025-05-05 05:55:46
321,5162,2025-01-15 13:33:45,118130,True,2025-02-13 13:33:45
322,5177,2025-09-08 11:11:32,130368,True,2025-09-15 11:11:32
323,5192,2025-06-16 01:11:58,96240,False,
324,5203,2024-09-25 05:26:11,148708,True,2024-10-02 05:26:11
325,5211,2024-03-16 18:42:24,92496,True,2024-03-18 18:42:24
326,5212,2024-07-25 06:00:39,134876,True,2024-08-31 06:00:39
327,5225,2025-04-03 14:49:39,109151,True,2025-03-26 14:49:39
328,5252,2024-02-29 18:12:47,218554,True,2024-03-03 18:12:47
329,5270,2025-06-19 11:26:57,63160,True,2025-07-08 11:26:57
330,5291,2025-05-13 21:40:21,186535,True,2025-05-28 21:40:21
331,5357,2024-05-10 08:34:44,156414,True,2024-05-12 08:34:44
332,5374,2025-09-09 04:15:00,105308,True,2025-09-07 04:15:00
333,5379,2025-04-16 13:07:45,117836,False,
334,5437,2024-03-08 17:29:39,129838,True,2024-03-20 17:29:39
335,5438,2025-01-24 08:05:30,97831,True,2025-02-21 08:05:30
336,5440,2024-10-31 05:04:37,100328,False,
337,5442,2024-03-24 06:00:57,135235,False,
338,5444,2025-02-19 09:19:00,103629,False,
339,5465,2025-04-13 10:07:29,66141,True,2025-04-15 10:07:29
340,5483,2025-04-08 12:36:32,88420,True,2025-04-28 12:36:32
341,5531,2025-09-10 16:34:28,75865,True,2025-10-02 16:34:28
342,5560,2025-07-14 09:58:20,120069,True,2025-07-24 09:58:20
343,5565,2025-09-11 21:03:04,146280,True,2025-08-28 21:03:04
344,5569,2024-10-06 17:02:45,115607,True,2024-10-04 17:02:45
345,5577,2025-09-26 17:53:04,100263,True,2025-10-18 17:53:04
346,5600,2025-01-14 14:52:47,87979,False,
347,5606,2025-01-11 17:23:13,125930,False,
348,5623,2024-06-17 22:08:54,168093,True,2024-06-03 22:08:54
349,5646,2024-06-24 08:06:36,100191,True,2024-07-06 08:06:36
350,5676,2025-12-31 03:00:00,183236,False,
351,5680,2025-10-15 11:40:39,133189,True,2025-11-06 11:40:39
352,5692,2024-11-15 23:39:15,116898,False,
353,5693,2025-08-05 08:56:02,172300,True,2025-08-23 08:56:02
354,5733,2025-10-16 14:25:43,98964,True,2025-09-28 14:25:43
355,5737,2024-03-27 11:13:39,129320,True,2024-04-21 11:13:39
356,5755,2024-03-03 10:38:54,146179,True,2024-03-09 10:38:54
357,5792,2024-07-09 04:23:51,158813,True,2024-07-07 04:23:51
358,5812,2024-08-20 08:21:06,99132,True,2024-08-23 08:21:06
359,5850,2024-05-03 07:23:38,107871,True,2024-05-19 07:23:38
360,5856,2024-11-21 00:05:34,133701,False,
361,5859,2025-04-04 16:11:48,97137,True,2025-03-30 16:11:48
362,5863,2025-06-22 11:17:28,91255,True,2025-07-15 11:17:28
363,5880,2025-06-16 01:55:17,183219,True,2025-07-12 01:55:17
364,5889,2025-11-03 20:55:27,118352,False,
365,5893,2025-03-05 02:35:56,127972,False,
366,5898,2024-05-16 18:37:41,69153,True,2024-05-13 18:37:41
367,5908,2024-03-30 10:07:59,175633,True,2024-04-15 10:07:59
368,5949,2025-12-19 16:25:13,153577,True,2026-01-06 16:25:13
369,6010,2025-10-27 09:04:20,68523,False,
370,6031,2024-09-09 13:09:46,167702,True,2024-09-22 13:09:46
371,6066,2025-11-11 05:55:58,109837,False,
372,6079,2025-04-12 22:19:20,120238,True,2025-04-17 22:19:20
373,6084,2025-10-02 21:22:29,98453,True,2025-09-24 21:22:29
374,6115,2024-03-18 01:29:30,139998,False,
375,6127,2025-11-22 13:08:49,86377,True,2025-12-07 13:08:49
376,6154,2025-09-08 22:30:28,162073,False,
377,6157,2024-10-19 08:07:52,166623,True,2024-10-23 08:07:52
378,6184,2025-01-25 10:21:37,112690,False,
379,6214,2025-06-09 01:58:55,196761,True,2025-06-06 01:58:55
380,6237,2025-09-03 15:27:21,122412,False,
381,6252,2025-06-28 14:04:04,125416,True,2025-07-11 14:04:04
382,6307,2024-03-25 14:03:59,176411,False,
383,6319,2024-06-29 05:14:25,132963,False,
384,6325,2025-07-16 06:28:02,141197,True,2025-07-31 06:28:02
385,6341,2024-06-09 18:07:39,128489,True,2024-07-16 18:07:39
386,6344,2025-08-22 01:24:53,100123,True,2025-08-01 01:24:53
387,6356,2025-09-05 21:59:26,181920,True,2025-08-29 21:59:26
388,6362,2024-10-16 12:14:29,120732,True,2024-10-11 12:14:29
389,6386,2024-11-25 04:56:04,101266,False,
390,6400,2025-02-23 09:07:04,64315,True,2025-03-10 09:07:04
391,6463,2024-11-26 20:08:45,93087,True,2024-11-14 20:08:45
392,6480,2025-12-04 20:32:04,119700,True,2025-11-17 20:32:04
393,6488,2025-06-24 10:40:58,123273,True,2025-07-06 10:40:58
394,6498,2024-04-08 23:53:38,183255,False,
395,6501,2024-09-05 07:22:13,145960,True,2024-09-14 07:22:13
396,6542,2024-06-12 01:46:13,96619,True,2024-06-08 01:46:13
397,6550,2025-06-28 16:06:04,134209,False,
398,6556,2024-08-04 23:53:29,166356,True,2024-07-29 23:53:29
399,6570,2024-08-30 18:31:52,117120,True,2024-09-08 18:31:52
400,6599,2025-11-26 08:49:21,93577,True,2025-12-09 08:49:21
401,6600,2025-07-19 17:45:09,132472,False,
402,6604,2024-02-11 10:38:54,142577,False,
403,6649,2025-02-01 07:30:24,129774,False,
404,6661,2025-09-02 10:55:59,186389,True,2025-09-08 10:55:59
405,6669,2025-07-23 18:49:47,126598,True,2025-07-23 18:49:47
406,6685,2025-03-29 02:49:51,71635,True,2025-05-05 02:49:51
407,6723,2025-06-23 23:19:08,135615,True,2025-07-28 23:19:08
408,6749,2024-04-03 16:03:34,141835,True,2024-04-19 16:03:34
409,6753,2024-12-24 05:13:14,132132,True,2025-01-14 05:13:14
410,6766,2025-09-12 21:51:00,73887,True,2025-09-21 21:51:00
411,6779,2025-12-28 17:53:16,73301,False,
412,6784,2025-09-29 21:10:19,93841,True,2025-09-27 21:10:19
413,6792,2024-08-19 15:07:04,110033,True,2024-09-05 15:07:04
414,6816,2024-07-12 14:16:53,97059,False,
415,6821,2025-07-12 13:08:05,222877,False,
416,6851,2024-03-19 23:00:55,63899,False,
417,6859,2024-04-13 23:00:55,64960,True,2024-04-26 23:00:55
418,6866,2024-04-13 18:30:40,182874,True,2024-04-19 18:30:40
419,6901,2025-03-18 01:37:53,148440,True,2025-04-11 01:37:53
420,6909,2024-10-06 12:01:01,107557,False,
421,6931,2024-04-26 16:15:04,150965,True,2024-05-02 16:15:04
422,6940,2024-11-24 04:07:43,160068,True,2024-12-09 04:07:43
423,6951,2025-10-01 20:22:31,184491,True,2025-10-05 20:22:31
424,7034,2025-07-31 18:10:31,98328,True,2025-08-13 18:10:31
425,7040,2024-03-07 17:24:04,74097,True,2024-03-07 17:24:04
426,7048,2024-09-07 23:51:23,152565,True,2024-10-07 23:51:23
427,7058,2024-08-30 01:42:41,95520,True,2024-09-24 01:42:41
